"rep","design","temperature","LLM.model","trait","EGA.model","initial_NMI","final_NMI","start_N","final_N","UVA_removed","UVA_sweeps","boot_removed","boot_sweeps","embed_used"
1,"basic",1.5,"gpt-5.1","conscientiousness","glasso",0.783165610909099,0.916021605877911,64,37,27,5,0,1,"full"
1,"basic",1.5,"gpt-5.1","conscientiousness","tmfg",0.801676749383363,0.867686067227232,64,27,27,5,10,2,"sparse"
1,"basic",1.5,"gpt-5.1","extraversion","glasso",0.825055631379044,0.900027597069675,67,31,32,4,4,2,"full"
1,"basic",1.5,"gpt-5.1","extraversion","tmfg",0.78237385845509,1,67,13,32,4,22,5,"sparse"
1,"basic",1.5,"gpt-5.1","neuroticism","glasso",0.848785102046541,1,64,25,35,6,4,2,"full"
1,"basic",1.5,"gpt-5.1","neuroticism","tmfg",0.855396232040016,1,64,28,35,6,1,2,"full"
1,"basic",1.5,"gpt-5.1","openness","glasso",0.855857716443912,1,64,36,25,4,3,3,"sparse"
1,"basic",1.5,"gpt-5.1","openness","tmfg",0.891706015516826,1,64,38,25,4,1,2,"full"
1,"basic",1.5,"gpt-oss-120b","agreeableness","glasso",0.775113600272421,0.863981279442034,65,23,34,4,8,2,"full"
1,"basic",1.5,"gpt-oss-120b","agreeableness","tmfg",0.881238306112917,1,65,22,34,4,9,2,"full"
1,"basic",1.5,"gpt-oss-120b","conscientiousness","glasso",0.810635318497201,0.731019003508918,61,31,30,4,0,1,"full"
1,"basic",1.5,"gpt-oss-120b","conscientiousness","tmfg",0.715306374021711,1,61,21,30,4,10,2,"full"
1,"basic",1.5,"gpt-oss-120b","extraversion","glasso",0.935947502193346,1,66,32,32,4,2,2,"full"
1,"basic",1.5,"gpt-oss-120b","extraversion","tmfg",0.935947502193346,1,66,25,32,4,9,2,"sparse"
1,"basic",1.5,"gpt-oss-120b","neuroticism","glasso",0.94696755415662,1,64,41,23,4,0,1,"full"
1,"basic",1.5,"gpt-oss-120b","neuroticism","tmfg",0.891144772226929,1,64,41,23,4,0,1,"full"
1,"basic",1.5,"gpt-oss-120b","openness","glasso",0.802897220733942,0.911453817167723,67,39,28,5,0,1,"full"
1,"basic",1.5,"gpt-oss-120b","openness","tmfg",0.830566724013033,1,67,31,28,5,8,2,"full"
1,"basic",1.5,"gpt-oss-20b","agreeableness","glasso",0.730776617274798,0.943876870386058,64,44,13,5,7,2,"full"
1,"basic",1.5,"gpt-oss-20b","agreeableness","tmfg",0.74993944916534,0.862031289885933,64,33,13,5,18,4,"full"
1,"basic",1.5,"gpt-oss-20b","conscientiousness","glasso",0.768946583338692,0.841502756257232,64,41,9,3,14,2,"full"
1,"basic",1.5,"gpt-oss-20b","conscientiousness","tmfg",0.670457707944422,0.852286725078314,64,32,9,3,23,3,"sparse"
1,"basic",1.5,"gpt-oss-20b","extraversion","glasso",0.690918297609553,0.941821388939766,64,45,14,3,5,2,"full"
1,"basic",1.5,"gpt-oss-20b","extraversion","tmfg",0.72756445497424,1,64,38,14,3,12,2,"sparse"
1,"basic",1.5,"gpt-oss-20b","neuroticism","glasso",0.906677304357924,1,64,47,8,3,9,2,"full"
1,"basic",1.5,"gpt-oss-20b","neuroticism","tmfg",1,1,64,52,8,3,4,2,"full"
1,"basic",1.5,"gpt-oss-20b","openness","glasso",0.811144689708533,0.910178051069406,64,45,4,3,15,2,"sparse"
1,"basic",1.5,"gpt-oss-20b","openness","tmfg",0.811144689708533,0.939925976381491,64,34,4,3,26,2,"sparse"
1,"expanded",0.5,"gpt-4o","agreeableness","glasso",0.810764341270558,0.869140335152084,65,27,35,5,3,2,"full"
1,"expanded",0.5,"gpt-4o","agreeableness","tmfg",0.833281152848,0.807190998076028,65,23,35,5,7,2,"full"
1,"expanded",0.5,"gpt-4o","conscientiousness","glasso",0.860619724455357,0.861476878580831,63,29,31,4,3,2,"full"
1,"expanded",0.5,"gpt-4o","conscientiousness","tmfg",0.891996371517143,0.872061213515319,63,21,31,4,11,3,"full"
1,"expanded",0.5,"gpt-4o","extraversion","glasso",0.95106971356234,1,61,33,28,4,0,1,"full"
1,"expanded",0.5,"gpt-4o","extraversion","tmfg",0.956129781698951,1,61,32,28,4,1,2,"full"
1,"expanded",0.5,"gpt-4o","neuroticism","glasso",0.788441322437333,1,62,19,37,4,6,3,"full"
1,"expanded",0.5,"gpt-4o","neuroticism","tmfg",0.806938696673267,1,62,17,37,4,8,2,"full"
1,"expanded",0.5,"gpt-4o","openness","glasso",0.804195088464411,0.923117188417334,62,21,37,5,4,2,"full"
1,"expanded",0.5,"gpt-4o","openness","tmfg",0.768854831878839,0.664946190382723,62,21,37,5,4,2,"sparse"
1,"expanded",0.5,"gpt-5.1","agreeableness","glasso",0.788463365459709,0.915374273803106,62,28,34,4,0,1,"full"
1,"expanded",0.5,"gpt-5.1","agreeableness","tmfg",0.854037320887933,1,62,12,34,4,16,3,"sparse"
1,"expanded",0.5,"gpt-5.1","conscientiousness","glasso",0.7383077206068,0.863981279442034,61,23,36,5,2,2,"full"
1,"expanded",0.5,"gpt-5.1","conscientiousness","tmfg",0.864226402298918,0.848396817078438,61,17,36,5,8,3,"sparse"
1,"expanded",0.5,"gpt-5.1","extraversion","glasso",0.820777845353674,0.939779841533968,66,33,33,5,0,1,"full"
1,"expanded",0.5,"gpt-5.1","extraversion","tmfg",0.933299571012734,0.93075796843756,66,21,33,5,12,3,"full"
1,"expanded",0.5,"gpt-5.1","neuroticism","glasso",0.803006755997841,0.900412267586504,63,20,43,7,0,1,"full"
1,"expanded",0.5,"gpt-5.1","neuroticism","tmfg",0.882256126138972,0.900412267586504,63,20,43,7,0,1,"full"
1,"expanded",0.5,"gpt-5.1","openness","glasso",0.832385150376825,1,61,13,45,5,3,3,"full"
1,"expanded",0.5,"gpt-5.1","openness","tmfg",0.832385150376825,0.833522241372492,61,7,45,5,9,2,"full"
1,"expanded",0.5,"gpt-oss-120b","agreeableness","glasso",0.784161243715441,0.865731737681458,63,23,37,4,3,2,"full"
1,"expanded",0.5,"gpt-oss-120b","agreeableness","tmfg",0.809912996253747,0.901685378732766,63,20,37,4,6,2,"full"
1,"expanded",0.5,"gpt-oss-120b","conscientiousness","glasso",0.849182587915767,1,61,20,31,4,10,2,"sparse"
1,"expanded",0.5,"gpt-oss-120b","conscientiousness","tmfg",0.942201390766043,1,61,19,31,4,11,3,"sparse"
1,"expanded",0.5,"gpt-oss-120b","extraversion","glasso",0.805541168786524,1,65,23,41,4,1,2,"full"
1,"expanded",0.5,"gpt-oss-120b","extraversion","tmfg",0.836949802840298,1,65,19,41,4,5,2,"full"
1,"expanded",0.5,"gpt-oss-120b","neuroticism","glasso",1,1,63,44,19,4,0,1,"full"
1,"expanded",0.5,"gpt-oss-120b","neuroticism","tmfg",1,1,63,38,19,4,6,3,"full"
1,"expanded",0.5,"gpt-oss-120b","openness","glasso",0.820067955084488,1,60,29,31,5,0,1,"full"
1,"expanded",0.5,"gpt-oss-120b","openness","tmfg",0.850711963841064,1,60,21,31,5,8,3,"sparse"
1,"expanded",0.5,"gpt-oss-20b","agreeableness","glasso",0.775917345791146,0.94289055660245,67,19,41,5,7,3,"full"
1,"expanded",0.5,"gpt-oss-20b","agreeableness","tmfg",0.815668374418503,0.880921219441292,67,19,41,5,7,3,"full"
1,"expanded",0.5,"gpt-oss-20b","conscientiousness","glasso",0.776897179608275,0.915405096487672,62,27,28,4,7,2,"full"
1,"expanded",0.5,"gpt-oss-20b","conscientiousness","tmfg",0.743092723293177,0.849611456824886,62,17,28,4,17,3,"full"
1,"expanded",0.5,"gpt-oss-20b","extraversion","glasso",0.825374512006409,1,61,26,31,4,4,2,"full"
1,"expanded",0.5,"gpt-oss-20b","extraversion","tmfg",0.811528654624433,1,61,21,31,4,9,3,"full"
1,"expanded",0.5,"gpt-oss-20b","neuroticism","glasso",0.942848583392795,1,63,36,26,4,1,2,"full"
1,"expanded",0.5,"gpt-oss-20b","neuroticism","tmfg",0.818824891785804,1,63,29,26,4,8,2,"full"
1,"expanded",0.5,"gpt-oss-20b","openness","glasso",0.865043026654352,0.926727144090831,64,40,24,4,0,1,"full"
1,"expanded",0.5,"gpt-oss-20b","openness","tmfg",0.844633232141454,1,64,34,24,4,6,2,"full"
1,"expanded",1,"gpt-4o","agreeableness","glasso",0.793563915445933,0.928050683301204,63,34,17,4,12,2,"full"
1,"expanded",1,"gpt-4o","agreeableness","tmfg",0.956784087869938,1,63,36,17,4,10,2,"full"
1,"expanded",1,"gpt-4o","conscientiousness","glasso",0.70161038101454,0.936828043567582,64,38,16,5,10,2,"sparse"
1,"expanded",1,"gpt-4o","conscientiousness","tmfg",0.861363495667192,0.942312974103132,64,41,16,5,7,2,"full"
1,"expanded",1,"gpt-4o","extraversion","glasso",0.708361094752259,1,63,37,23,4,3,2,"full"
1,"expanded",1,"gpt-4o","extraversion","tmfg",1,1,63,34,23,4,6,3,"full"
1,"expanded",1,"gpt-4o","neuroticism","glasso",0.782602524050954,0.938180524041757,64,40,18,4,6,3,"full"
1,"expanded",1,"gpt-4o","neuroticism","tmfg",0.855396232040016,1,64,33,18,4,13,5,"full"
1,"expanded",1,"gpt-4o","openness","glasso",0.941176470588235,1,64,45,16,5,3,2,"full"
1,"expanded",1,"gpt-4o","openness","tmfg",0.764984402968177,1,64,29,16,5,19,2,"sparse"
1,"expanded",1,"gpt-5.1","agreeableness","glasso",0.844969659848191,0.931747530217017,63,35,27,5,1,2,"full"
1,"expanded",1,"gpt-5.1","agreeableness","tmfg",0.828143986891072,0.930951329033041,63,36,27,5,0,1,"full"
1,"expanded",1,"gpt-5.1","conscientiousness","glasso",0.851152187149347,1,62,35,27,4,0,1,"sparse"
1,"expanded",1,"gpt-5.1","conscientiousness","tmfg",0.914071336920806,1,62,15,27,4,20,5,"sparse"
1,"expanded",1,"gpt-5.1","extraversion","glasso",0.802764751408346,0.905649544733902,66,38,27,4,1,2,"full"
1,"expanded",1,"gpt-5.1","extraversion","tmfg",0.813791124804621,1,66,35,27,4,4,2,"full"
1,"expanded",1,"gpt-5.1","neuroticism","glasso",0.790131248180726,1,67,41,25,5,1,2,"full"
1,"expanded",1,"gpt-5.1","neuroticism","tmfg",0.813553366057301,1,67,25,25,5,17,4,"full"
1,"expanded",1,"gpt-5.1","openness","glasso",0.776999224306873,0.914973654183591,67,28,39,6,0,1,"full"
1,"expanded",1,"gpt-5.1","openness","tmfg",0.802205449081093,1,67,21,39,6,7,2,"full"
1,"expanded",1,"gpt-oss-120b","agreeableness","glasso",0.796790543468445,1,66,25,36,6,5,2,"full"
1,"expanded",1,"gpt-oss-120b","agreeableness","tmfg",0.814443676799435,1,66,29,36,6,1,2,"full"
1,"expanded",1,"gpt-oss-120b","conscientiousness","glasso",0.891079076654275,0.955253505068798,61,33,28,4,0,1,"full"
1,"expanded",1,"gpt-oss-120b","conscientiousness","tmfg",0.891079076654275,1,61,28,28,4,5,2,"sparse"
1,"expanded",1,"gpt-oss-120b","extraversion","glasso",0.942804589201882,0.935892517144476,66,44,22,5,0,1,"full"
1,"expanded",1,"gpt-oss-120b","extraversion","tmfg",0.893782519609238,1,66,37,22,5,7,2,"full"
1,"expanded",1,"gpt-oss-120b","neuroticism","glasso",0.904617785095478,0.888842345425583,64,42,22,4,0,1,"full"
1,"expanded",1,"gpt-oss-120b","neuroticism","tmfg",0.786832809358207,1,64,33,22,4,9,2,"full"
1,"expanded",1,"gpt-oss-120b","openness","glasso",0.93997277455107,1,62,33,29,7,0,1,"full"
1,"expanded",1,"gpt-oss-120b","openness","tmfg",0.92978178961561,1,62,33,29,7,0,1,"full"
1,"expanded",1,"gpt-oss-20b","agreeableness","glasso",0.74233765237067,0.899598688109981,63,36,17,4,10,2,"full"
1,"expanded",1,"gpt-oss-20b","agreeableness","tmfg",0.781767589237351,0.919836709683499,63,42,17,4,4,2,"sparse"
1,"expanded",1,"gpt-oss-20b","conscientiousness","glasso",0.634350545798035,0.713308421399075,64,38,15,3,11,2,"sparse"
1,"expanded",1,"gpt-oss-20b","conscientiousness","tmfg",0.697662447206006,0.695091842903192,64,39,15,3,10,3,"sparse"
1,"expanded",1,"gpt-oss-20b","extraversion","glasso",0.843720875382163,1,64,49,8,3,7,2,"full"
1,"expanded",1,"gpt-oss-20b","extraversion","tmfg",0.841807363741807,0.897620665962486,64,52,8,3,4,2,"full"
1,"expanded",1,"gpt-oss-20b","neuroticism","glasso",0.915677483345746,0.907885086683873,64,57,7,3,0,1,"full"
1,"expanded",1,"gpt-oss-20b","neuroticism","tmfg",0.805031011713157,0.856358290953384,64,54,7,3,3,3,"full"
1,"expanded",1,"gpt-oss-20b","openness","glasso",0.904148286921986,0.931013689807789,64,47,13,3,4,2,"full"
1,"expanded",1,"gpt-oss-20b","openness","tmfg",1,1,64,38,13,3,13,2,"sparse"
1,"expanded",1.5,"gpt-4o","agreeableness","glasso",0.967143450550463,1,64,59,2,2,3,2,"full"
1,"expanded",1.5,"gpt-4o","agreeableness","tmfg",0.868084333971871,0.947897062318413,64,51,2,2,11,2,"full"
1,"expanded",1.5,"gpt-4o","conscientiousness","glasso",0.782302359058276,0.942649290306581,64,45,3,2,16,2,"full"
1,"expanded",1.5,"gpt-4o","conscientiousness","tmfg",0.845563095199701,0.886229902178428,64,43,3,2,18,3,"full"
1,"expanded",1.5,"gpt-4o","extraversion","glasso",0.828928276277219,0.958139969445265,67,64,1,2,2,2,"sparse"
1,"expanded",1.5,"gpt-4o","extraversion","tmfg",0.81607575280336,1,67,45,1,2,21,2,"sparse"
1,"expanded",1.5,"gpt-4o","neuroticism","glasso",0.826047935853649,0.850856680860665,61,50,11,5,0,1,"full"
1,"expanded",1.5,"gpt-4o","neuroticism","tmfg",0.713590816810909,0.83326086299585,61,44,11,5,6,2,"full"
1,"expanded",1.5,"gpt-4o","openness","glasso",0.867932358810113,0.918151966078759,64,54,8,4,2,2,"sparse"
1,"expanded",1.5,"gpt-4o","openness","tmfg",0.869214891554231,1,64,30,8,4,26,3,"sparse"
1,"expanded",1.5,"gpt-5.1","agreeableness","glasso",0.844633232141454,1,64,39,25,4,0,1,"full"
1,"expanded",1.5,"gpt-5.1","agreeableness","tmfg",0.943705935405434,1,64,37,25,4,2,2,"full"
1,"expanded",1.5,"gpt-5.1","conscientiousness","glasso",0.898877539062276,1,64,44,20,3,0,1,"full"
1,"expanded",1.5,"gpt-5.1","conscientiousness","tmfg",0.882905798902073,1,64,30,20,3,14,4,"sparse"
1,"expanded",1.5,"gpt-5.1","extraversion","glasso",0.777155640264669,0.936388765232483,61,33,27,4,1,2,"full"
1,"expanded",1.5,"gpt-5.1","extraversion","tmfg",0.845424842092306,1,61,25,27,4,9,2,"sparse"
1,"expanded",1.5,"gpt-5.1","neuroticism","glasso",0.747015780734505,0.772678145542884,61,39,22,3,0,1,"full"
1,"expanded",1.5,"gpt-5.1","neuroticism","tmfg",0.899369125005644,0.93034669931898,61,32,22,3,7,3,"full"
1,"expanded",1.5,"gpt-5.1","openness","glasso",0.87102098655809,1,63,47,16,4,0,1,"full"
1,"expanded",1.5,"gpt-5.1","openness","tmfg",0.915079525009163,1,63,40,16,4,7,2,"sparse"
1,"expanded",1.5,"gpt-oss-120b","agreeableness","glasso",0.806026164527144,0.821953358384814,64,26,38,5,0,1,"full"
1,"expanded",1.5,"gpt-oss-120b","agreeableness","tmfg",0.888888888888889,0.883420929496193,64,25,38,5,1,2,"full"
1,"expanded",1.5,"gpt-oss-120b","conscientiousness","glasso",0.85105226211898,1,64,25,31,4,8,2,"full"
1,"expanded",1.5,"gpt-oss-120b","conscientiousness","tmfg",0.85105226211898,1,64,20,31,4,13,2,"full"
1,"expanded",1.5,"gpt-oss-120b","extraversion","glasso",0.860819632340363,1,63,38,24,3,1,2,"full"
1,"expanded",1.5,"gpt-oss-120b","extraversion","tmfg",0.89053082317197,1,63,38,24,3,1,2,"full"
1,"expanded",1.5,"gpt-oss-120b","neuroticism","glasso",0.833956488879609,1,64,42,22,4,0,1,"full"
1,"expanded",1.5,"gpt-oss-120b","neuroticism","tmfg",0.941802525047554,1,64,38,22,4,4,2,"full"
1,"expanded",1.5,"gpt-oss-120b","openness","glasso",0.843929621351306,1,63,31,32,4,0,1,"full"
1,"expanded",1.5,"gpt-oss-120b","openness","tmfg",0.95714990170022,1,63,31,32,4,0,1,"full"
1,"expanded",1.5,"gpt-oss-20b","agreeableness","glasso",0.857875393856121,0.897262085423534,64,53,11,3,0,1,"full"
1,"expanded",1.5,"gpt-oss-20b","agreeableness","tmfg",0.824616012309586,0.891857212358924,64,50,11,3,3,3,"full"
1,"expanded",1.5,"gpt-oss-20b","conscientiousness","glasso",0.753097306790764,0.940181499589074,64,51,8,3,5,2,"full"
1,"expanded",1.5,"gpt-oss-20b","conscientiousness","tmfg",0.668426072328561,0.926284493115221,64,39,8,3,17,3,"full"
1,"expanded",1.5,"gpt-oss-20b","extraversion","glasso",0.958301185365984,1,64,56,8,3,0,1,"full"
1,"expanded",1.5,"gpt-oss-20b","extraversion","tmfg",1,1,64,52,8,3,4,4,"full"
